u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
0,90,1,5,1,81.34098206620429,216.3755626151056,0,Killed
1,12,0,1,1,2.106193835106552,1.0,0,Pass
2,39,1,1,1,7.10474062326155,138.92819203578847,0,Pass
3,5,1,1,1,4.457743842305394,1611.8526793581802,0,Pass
4,1,1,1,1,62.29826742854557,139.4991753592645,0,Failed
5,10,8,1,1,33.513721425571816,1.0,0,Failed
6,12,0,1,1,5.445565662680371,7.8522974999530675,0,Pass
7,12,1,1,1,4.658966217241772,38.72895475972959,0,Pass
8,43,1,1,1,18.399690736952856,60.98548993179344,0,Pass
9,21,0,1,1,3.5409951430225926,1102.8306648435391,0,Pass
10,10,8,8,1,12.814701508143834,49.74712760264728,0,Failed
11,12,8,6,1,13.555676754827243,132.28644637786786,0,Pass
12,32,8,1,1,37.47532151319248,1.0,0,Killed
13,10,8,8,1,44.343333475459005,1.0,0,Failed
14,7,1,1,1,22.390542500712698,246.5115586786346,0,Pass
15,20,8,1,1,85.6885049180617,255.2631655637894,0,Killed
16,10,8,1,1,62.49944364399477,1.0,0,Failed
17,52,8,1,1,71.88476639040545,66.2914593467471,0,Pass
18,10,8,6,1,34.182011007932566,1.0,0,Killed
19,7,8,1,1,86.37392313656666,386.5566469592445,0,Failed
20,12,0,1,1,43.509227345029785,141.05601787827237,0,Pass
21,12,0,1,1,7.354502048222491,1.0,0,Pass
22,10,1,1,1,108.83835084919895,29.880440795241384,0,Failed
23,6,16,10,2,149.86530737684149,489.5050046459892,0,Killed
24,8,1,1,1,38.06859715998124,452.4480454705553,0,Pass
25,52,8,1,1,49.1953190762607,5502.045949111631,0,Pass
26,7,1,1,1,66.23023805326129,83.06325794268645,0,Failed
27,7,2,1,1,71.26396219533072,148.30972959633488,0,Killed
28,6,16,9,2,15.907844757965847,582593.7229086275,0,Killed
29,12,1,1,1,2.348455956231825,565.1735405979648,0,Pass
30,12,0,1,1,8.405926190185767,1.0,0,Pass
31,12,0,1,1,25.759244721345954,102.50099682511888,0,Pass
32,5,1,1,1,6.285497500240187,302.0042769415828,0,Pass
33,20,8,10,1,97.80334976017593,90.66075491521346,0,Failed
34,21,16,15,2,20.376866971016717,31500.69660930161,0,Pass
35,20,8,9,1,94.44572305232388,260.9894728485551,0,Killed
36,75,1,8,1,39.83186608343924,1.0,0,Pass
37,7,0,1,1,54.41171172540485,4.609881628377423,0,Pass
38,12,1,1,1,1.717912062061659,216.97796998291264,0,Pass
39,20,8,37,1,27.013686599439747,17199.04097294199,0,Killed
40,20,8,11,1,93.14146722631497,131.29268746135534,0,Killed
41,12,0,1,1,9.463499854637803,1.0,0,Pass
42,20,8,1,1,70.66326669988655,1.0,0,Killed
43,7,8,1,1,37.13993878990921,628.0327413178682,0,Killed
44,33,2,14,1,23.21033398190336,14680.362080258048,0,Killed
45,12,0,1,1,1.0096987191738114,20.270491955647003,0,Pass
46,12,1,1,1,4.3191691063374025,1.0,0,Pass
47,20,8,10,1,85.24196699132453,282.6392258424418,0,Killed
48,12,1,1,1,0.0,76.09811916514059,0,Pass
49,20,8,36,2,36.25356556359664,10249.561187318952,0,Killed
50,20,8,36,1,35.98732661990903,443.5002734933473,0,Pass
51,20,8,8,1,10.105741514864608,1.0,0,Pass
52,38,1,1,1,91.27051541705248,105.48819077843612,0,Pass
53,8,1,1,1,64.11244414343886,573.1165920114504,0,Pass
54,20,16,78,2,12.384428087420755,27.54059174322242,0,Killed
55,10,8,10,1,71.88962523431853,227.6571754632918,0,Failed
56,12,0,1,1,2.0322624779003933,1.0,0,Pass
57,20,8,33,1,36.47272609632928,185.2355018152241,0,Pass
58,12,0,1,1,48.40618411651476,1.0,0,Failed
59,12,0,1,1,0.0,3.8393859130499095,0,Pass
60,12,0,1,1,2.123651648749509,17.637904559106744,0,Pass
61,21,1,1,1,56.04183465945891,1.0,0,Pass
62,5,1,1,1,27.955177983928913,98.0891993420939,0,Pass
63,38,1,1,1,80.49840612512371,4169.391355218004,0,Killed
64,20,16,76,2,17.521370569414398,28237.77783935155,0,Killed
65,20,16,84,2,10.137459426521183,5110.657590756731,0,Killed
66,12,0,1,1,0.2102734977503049,61.99022167495406,0,Pass
67,12,0,1,1,13.962584003637927,1.0,0,Pass
68,21,1,1,1,17.189066260786326,707.0497458710191,0,Pass
69,2,1,1,1,62.817970066241486,10.253282695452754,0,Killed
70,21,0,1,1,5.065411224295163,10.443139069277095,0,Pass
71,12,0,1,1,10.393815876219886,1.0,0,Pass
72,20,32,33,4,7.161176405728683,4724.562499910304,0,Killed
73,12,0,1,1,9.28790640414724,2.8350293139276914,0,Pass
74,20,8,7,1,23.27047514269058,101.75220092231203,0,Pass
75,12,0,1,1,8.608407946017081,414.88222733808277,0,Pass
76,1,1,1,1,84.33819301125331,50.463439151218154,0,Pass
77,20,8,6,1,53.18163234761885,3067.814610388458,0,Killed
78,12,0,1,1,6.96255469144767,1.0,0,Pass
79,20,8,40,2,0.6599843332393149,285.849196330099,0,Killed
80,1,1,1,1,66.56616445804652,1.0,0,Failed
81,6,16,15,2,49.48809627788012,1228.368336297348,0,Killed
82,33,2,14,1,43.49995601276795,24019.758858320176,0,Killed
83,12,0,1,1,47.9118025650875,1.0,0,Pass
84,5,0,1,1,38.53397962153795,20580.31186258058,0,Pass
85,1,1,1,1,35.04043578104299,107.29935602815289,0,Failed
86,12,8,8,1,30.791512110159843,1.0,0,Pass
87,6,8,6,1,10.10842543545111,1945.9286460822243,0,Killed
88,12,0,1,1,14.554798120655601,147.77795906943686,0,Pass
89,5,1,1,1,3.803314341340765,290.7798022531302,0,Pass
90,12,0,1,1,18.25065848099301,31.16379151374892,0,Pass
91,21,0,1,1,1.5327441884972384,5181.388395087064,0,Pass
92,20,8,9,1,82.93413691217259,29.806857958199345,0,Killed
93,20,16,79,2,8.152981148572737,22.27461080208002,0,Killed
94,20,8,33,4,16.167524423529745,345.86653151844666,0,Killed
95,12,0,1,1,31.266793740178294,1.0,0,Pass
96,12,0,1,1,0.0,5.256583947024353,0,Pass
97,12,0,7,1,13.76010858720283,92.97285456376832,0,Pass
98,5,1,1,1,10.15603952522572,295.33141382200193,0,Pass
99,12,1,1,1,2.938829473116777,76.01322616592986,0,Pass
100,12,0,1,1,11.428292384280645,103.58616888622112,0,Pass
101,20,31,131,4,19.406168886201186,560.2651224601648,0,Killed
102,12,0,1,1,14.314923314725274,1.0,0,Pass
103,21,1,1,1,28.699045357858175,218.86251467690414,0,Pass
104,12,0,1,1,19.62968679721355,153.79491651896845,0,Pass
105,20,8,42,2,14.687158804522706,41.60829806379812,0,Killed
106,12,0,1,1,5.128830478200082,110.70005913640944,0,Pass
107,21,1,1,1,7.705422729098339,259.8542042513802,0,Pass
108,52,8,1,1,23.080177861884977,24.41662581944138,0,Pass
109,6,1,12,1,73.72537131782785,137.6231008797094,0,Killed
110,12,0,1,1,18.122228342619202,46.182357895872485,0,Pass
111,5,0,1,1,12.466525485510005,867.4123714741468,0,Pass
112,6,1,10,1,186.79072203377876,1.0,0,Killed
113,43,1,6,1,84.84234192356499,77.57503173280634,0,Pass
114,21,1,1,1,4.212341604120168,963.3763100794679,0,Pass
115,21,1,1,1,0.0,774.9043417937817,0,Pass
116,12,0,1,1,20.57007385350932,1.0,0,Pass
117,7,1,1,1,76.87228054016974,602.5133227094852,0,Pass
118,12,0,1,1,13.67956254940206,1.0,0,Pass
119,12,1,1,1,8.89563960082354,486.82307994648033,0,Pass
120,12,1,1,1,8.130854238308626,98.36935348663536,0,Pass
121,38,1,1,1,54.761160017644016,943.2541178947472,0,Killed
122,90,1,6,1,60.64843684444813,27.313424726553848,0,Failed
123,38,1,1,1,55.275683047059395,514.5161699466798,0,Killed
124,10,8,9,1,19.993767513185794,87.82679880874048,0,Failed
125,20,8,36,1,64.64696217150086,82.33454059729536,0,Pass
126,10,8,8,1,48.83409927996084,107.7851325301998,0,Killed
127,21,1,1,1,1.615314562138134,599.4545644541734,0,Pass
128,7,1,1,1,30.205197553588885,161.12865151033202,0,Pass
129,38,1,1,1,40.63641635780553,7.542854134581489,0,Pass
130,38,1,1,1,48.80863588961098,71.51278007192332,0,Killed
131,39,1,1,1,18.341053010627647,5426.953794150322,0,Pass
132,20,8,80,2,4.704806755617947,29.96165495717989,0,Killed
133,12,0,1,1,13.228018749380983,1.0,0,Pass
