u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
0,1,0,20669.89930981545,266.9327741100616,1614.675610391082,20506.98336368974,15885.316487029932,Killed
1,18,0,528.9660577111719,8.273417623747145,344.4067740240314,2278.9506537007583,1765.246891145001,Pass
2,1,0,351.29258707064355,4.2133299657036645,1574.9115703154325,463.92202890489193,3601.7334404008952,Pass
3,4,0,8214.041134434712,262.09695640424616,172.86488457755615,353.044678290821,3687.494601576859,Pass
4,19,0,217784.25152368698,4.901979821027616,3754.1081454040464,3238.5512143242304,3612.3972304869612,Killed
5,15,0,64.0,1.0,0.0,16.85,3593.5929899189136,Pass
6,25,0,343.90991543221105,935.8090857544936,0.0,336.73638439907785,3599.000352227392,Failed
7,4,0,8482.51913340665,128.23725233526005,0.0,7602.650019046859,10811.481540721148,Failed
8,25,0,113.86002225831768,2.325226962135797,2545.8228620860655,16.85,3600.9562545709464,Failed
9,8,0,233.5115683636702,3.730805760111868,125.93724533717196,828.6175452225091,3541.204342344275,Pass
10,15,0,693.7412106023787,4.985055509422724,236.76096949248074,2662.545323668262,3593.641947662813,Pass
11,1,0,33364.08482771313,127.46735412891682,329.3665867119124,113.53859087821941,712.8614664711628,Failed
12,1,0,8412.013155027058,260.1818845131364,51.93206621829586,85488.13414761767,21982.997908637502,Killed
13,19,0,58987.44938871438,5.985325380022554,290.5103080604326,2111.788456752917,3650.211677362626,Killed
14,15,0,225.34779684703176,7.695928971628421,169.2017627110606,2912.428096122323,3468.9893224517095,Pass
15,43,0,229.70437148966863,4.516497288741733,3493.614296259316,140.35011141813385,3503.0193819858323,Pass
16,31,0,194.27039633809707,1.0,339.4826219263166,16.85,3403.6094742832274,Pass
17,8,0,418.30705172557765,1.9057862309222213,1442.0841883811727,108.75557894968377,3637.929435190759,Pass
18,8,0,64.0,3.674290577174039,292.22483131869274,2200.0722635155607,3370.905636405614,Pass
19,10,0,98547.12662033124,126.24645788432947,368.92607420015247,185.05773629485486,10695.391791168713,Failed
20,19,0,59837.27598471682,7.990138823004494,311.84742094700715,409.08422208876243,1921.8509031205765,Killed
21,10,0,8387.445869196608,3362.2779692341137,97.53224310888112,2370.600184895646,6211.596423272736,Killed
22,8,0,569.8612088623444,5.499879054989777,106.14351313296781,956.9005377097553,3488.9881256828726,Pass
23,22,0,409.6144415029577,10.803339469734674,3623.558396242345,3917.71203032167,3569.657057528541,Pass
24,24,0,250.24485063053726,4.28113339502396,144.30690794556244,2696.527746781895,1865.5441159907382,Killed
25,10,0,8145.621340756458,124.35753579318036,223.06624124630684,6594.479098658274,10799.350117694054,Killed
26,1,0,374.3561950639602,4.613282504809581,876.3802899529633,2408.805010115158,3474.1857621971785,Pass
27,19,0,225815.79040330718,131.23065552125126,0.0,11290.427054640584,10775.310421315296,Killed
28,1,0,590.0558403165785,4.999180989656929,3524.1126268002035,3271.2112423324515,3588.457652773935,Pass
29,30,0,33444.033159107545,132.4425672872868,1997.7068476863622,143.58506361577744,8235.254868977465,Pass
30,8,0,362.277955881945,1.8935648139389185,2460.5674812153757,2752.4969010107397,3533.0092286062836,Pass
31,12,0,8172.201356422899,912.7005943674488,103.615227079218,22363.437697471698,10715.003852944323,Killed
32,10,0,8130.4650994848835,126.54328872223635,174.4804752358064,2886.0903207979,16710.87887675351,Failed
33,37,0,434.29122030362885,1433.2017453257804,439.73738762709996,21522.343387395264,3613.6644470459487,Pass
34,15,0,176.01799350917463,7.315182719280889,1168.3143141573744,16.85,3568.131609367005,Pass
